Year,Month,Product_ID,Country,Sales
2013,1,1,Columbia,102.8652
2013,4,1,Columbia,164.58432000000002
2013,3,1,Columbia,1296.1015200000002
2016,3,2,Argentina,0.0
2015,2,4,Finland,92799954.10399999
2014,9,2,Argentina,11827.715199999999
2014,9,2,Argentina,94621.72159999999
2014,5,4,Finland,16246651.0024
2014,5,1,Columbia,61.719120000000004
2014,6,2,Columbia,38.4
2013,11,2,Columbia,38.4
2013,1,4,Finland,7824132.575999999
2014,3,2,Denmark,0.0
2013,1,1,Columbia,20.573040000000002
2013,5,1,Columbia,411.4608
2015,4,4,Finland,3637266.8279999997
2013,3,2,Columbia,153.6
2015,10,1,Columbia,0.0
2015,2,2,Denmark,140766279.68
2014,12,2,Belgium,264737.858
2013,6,1,Columbia,20.573040000000002
2016,12,3,Columbia,17.808
2015,7,2,Denmark,0.0
2016,2,2,Columbia,230.4
2013,3,1,Argentina,1171800.0
2015,7,4,Finland,14270340.770399999
2013,5,1,Argentina,781200.0
2015,6,1,Columbia,53.424
2015,2,1,Columbia,53.424
2013,5,2,Columbia,38.4
2014,2,4,England,11368.3725
2015,10,2,Argentina,266123.592
2015,12,2,Argentina,283865.16479999997
2015,5,2,Denmark,0.0
2013,7,1,Columbia,411.4608
2016,2,2,Denmark,-54986.828
2016,1,2,Argentina,11827.715199999999
2013,12,2,Denmark,0.0
2015,2,1,Columbia,267.12
2014,8,1,Columbia,89.04
2013,6,2,Denmark,498746.444
2014,4,2,Denmark,628420.584
2013,4,2,Columbia,268.8
2015,4,1,Argentina,0.0
2013,7,2,Denmark,1994985.776
2015,3,2,Columbia,1344.0
2014,5,1,Columbia,20.573040000000002
2013,12,1,Columbia,20.573040000000002
2013,9,1,Argentina,1171800.0
2013,1,1,Columbia,102.8652
2013,9,5,England,24527.745
2013,12,1,Columbia,411.4608
2014,12,2,Columbia,768.0
2015,11,2,Columbia,38.4
2014,9,2,Columbia,115.2
2013,2,2,Columbia,76.8
2013,4,2,Denmark,49874.6444
2013,6,5,England,529799.292
2013,2,1,Columbia,82.29216000000001
2013,8,4,Finland,415808.63999999996
2015,3,5,England,97448.31
2014,7,4,Finland,0.0
2014,1,2,Columbia,614.4
2013,10,2,Columbia,38.4
2014,6,2,Denmark,0.0
2013,2,4,Finland,1801837.44
2014,2,2,Columbia,1152.0
2013,4,1,Columbia,61.719120000000004
2015,6,1,Columbia,17.808
2015,1,2,Denmark,549868.28
2015,8,4,Finland,5722694.743999999
2014,4,1,Columbia,144.01128
2013,10,2,Columbia,76.8
2013,10,4,Finland,4047204.0959999994
2014,12,2,Columbia,1075.2
2016,1,3,Columbia,53.424
2014,7,1,Columbia,349.74168
2014,2,2,Denmark,0.0
2014,3,2,Denmark,0.0
2015,10,2,Denmark,0.0
2015,1,1,Columbia,178.08
2014,2,4,Finland,9639830.304
2015,6,1,Columbia,342.882
2014,4,5,England,2734843.5675
2014,8,1,Argentina,97650.0
2013,7,1,Columbia,0.0
2015,8,1,Columbia,17.808
2013,5,1,Argentina,1460844.0
2016,3,1,Columbia,142.464
2013,7,4,Finland,931411.3535999999
2015,2,1,Argentina,89838.0
2015,3,1,Columbia,498.624
2014,10,4,Finland,509221.206
2016,9,3,Columbia,106.848
2015,9,1,Columbia,178.08
2014,10,1,Columbia,53.424
2013,10,2,Argentina,11827.715199999999
2013,6,4,Finland,1004870.8799999999
2013,2,4,Finland,2478219.4943999997
2016,3,2,Denmark,1658456.016
2013,1,2,Argentina,29569.288
2013,6,5,England,98109.18899999998
2014,12,2,Columbia,38.4
2013,4,1,Columbia,205.7304
2013,7,2,Columbia,384.0
2013,3,4,England,659240.235
2013,7,4,Finland,11559480.192
2016,5,3,Columbia,0.0
2013,7,4,Finland,7401393.791999999
2013,7,5,England,29433.293999999998
2015,5,1,Columbia,106.848
2014,9,2,Denmark,0.0
2013,12,4,England,4547.349
2016,5,3,Columbia,45.717600000000004
2016,3,2,Columbia,38.4
2016,3,2,Columbia,38.4
2013,10,5,England,4905.549
2015,7,2,Denmark,4517562.758400001
2013,6,2,Columbia,38.4
2013,3,2,Denmark,0.0
2013,7,2,Columbia,38.4
2013,10,2,Columbia,115.2
2015,3,2,Belgium,264737.858
2014,1,1,Columbia,288.02256
2016,3,3,Columbia,35.616
2015,10,1,Columbia,267.12
2014,1,2,Columbia,384.0
2013,1,1,Columbia,41.146080000000005
2014,7,4,England,6821.0235
2014,10,2,Denmark,0.0
2015,9,4,Finland,2455183.9845
2014,12,2,Columbia,614.4
2013,4,1,Columbia,514.326
2013,9,2,Belgium,1058951.432
2014,1,4,England,54558.3375
2013,10,2,Columbia,76.8
2015,2,2,Belgium,264737.858
2015,2,2,Argentina,35483.145599999996
2013,9,2,Denmark,0.0
2015,2,2,Denmark,-49874.6444
2016,5,3,Columbia,0.0
2015,11,1,Columbia,106.848
2014,3,2,Columbia,115.2
2013,11,2,Denmark,49874.6444
2016,7,3,Columbia,623.28
2015,6,2,Denmark,1045732.0124
2015,9,2,Denmark,0.0
2014,7,2,Denmark,0.0
2015,7,2,Denmark,0.0
2014,1,2,Columbia,38.4
2016,3,1,Argentina,7812.0
2014,5,2,Columbia,192.0
2014,11,2,Argentina,11827.715199999999
2014,10,4,Finland,35766986.528
2014,10,4,Finland,1454945.2319999998
2013,9,2,Denmark,49874.6444
2013,7,1,Columbia,41.146080000000005
2015,11,2,Denmark,6384818.7264
2014,6,1,Columbia,658.3372800000001
2014,6,4,Finland,3774271.1226999997
2014,3,2,Columbia,192.0
2015,11,3,Columbia,71.232
2013,8,2,Columbia,192.0
2015,4,2,Denmark,0.0
2014,9,1,Columbia,445.2
2014,4,1,Columbia,617.1912
2015,3,2,Columbia,115.2
2013,1,1,Columbia,123.43824000000001
2015,9,2,Argentina,5913.857599999999
2016,2,1,Columbia,267.12
2016,9,3,Argentina,386694.0
2013,11,1,Columbia,205.7304
2015,10,2,Denmark,0.0
2015,7,2,Denmark,0.0
2013,11,2,Argentina,5913.857599999999
2014,8,2,Columbia,1536.0
2013,12,5,England,24526.849499999997
2015,11,1,Columbia,356.16
2014,12,2,Columbia,768.0
2015,8,1,Columbia,17.808
2015,4,2,Belgium,1191320.361
2013,7,1,Columbia,20.573040000000002
2016,2,1,Columbia,356.16
2015,4,2,Columbia,345.6
2013,11,2,Columbia,768.0
2014,5,2,Argentina,70966.29119999999
2015,3,1,Columbia,249.312
2013,3,2,Columbia,153.6
2015,10,2,Denmark,0.0
2015,12,1,Columbia,267.12
2013,11,4,Finland,6524037.5616
2014,3,1,Columbia,205.7304
2015,7,1,Argentina,15624.0
2016,1,3,Columbia,17.808
2014,6,1,Argentina,347634.0
2014,5,2,Denmark,0.0
2016,5,3,Columbia,534.24
2014,10,1,Columbia,17.808
2014,2,5,England,181505.313
2013,10,4,Finland,913392.9792
2013,7,1,Columbia,411.4608
2013,2,1,Columbia,61.719120000000004
2016,3,1,Columbia,0.0
2013,8,4,Finland,1386028.7999999998
2015,1,1,Columbia,0.0
2015,4,2,Denmark,0.0
2015,12,1,Columbia,89.04
2013,9,1,Columbia,102.8652
2014,2,2,Denmark,0.0
2015,11,2,Denmark,399051.1704
2014,2,2,Argentina,11827.715199999999
2015,12,1,Columbia,35.616
2013,7,2,Denmark,0.0
2015,10,1,Columbia,17.808
2015,9,3,Argentina,312480.0
2013,8,4,England,15915.721499999998
2016,1,1,Columbia,231.504
2014,7,1,Columbia,41.146080000000005
2015,9,2,Denmark,0.0
2014,3,4,Finland,44713289.088
2013,8,2,Denmark,997492.888
2013,8,2,Denmark,-41664.871999999996
2015,11,2,Columbia,76.8
2016,12,3,Argentina,82026.0
2015,12,2,Denmark,0.0
2015,2,2,Columbia,192.0
2013,10,2,Denmark,8977435.991999999
2013,12,4,England,136393.60499999998
2015,6,1,Argentina,929628.0
2016,12,3,Columbia,17.808
2015,3,5,England,1900134.585
2016,10,3,Columbia,0.0
2015,10,1,Argentina,2324070.0
2015,3,4,England,546328.431
2015,4,2,Columbia,230.4
2013,11,2,Denmark,0.0
2014,11,2,Denmark,0.0
2013,4,4,Finland,415808.63999999996
2015,4,4,Finland,7056378.498
2015,10,5,England,219216.609
2013,1,2,Denmark,3989971.552
2013,4,2,Denmark,-43220.8756
2015,9,2,Argentina,195157.30080000003
2016,1,2,Columbia,76.8
2015,2,4,Finland,6571428.8379999995
2013,5,1,Columbia,82.29216000000001
2013,4,1,Columbia,41.146080000000005
2013,1,1,Argentina,187488.0
2015,7,2,Denmark,3011708.5056
2016,1,1,Argentina,464814.0
2015,9,1,Columbia,1068.48
2014,1,2,Denmark,0.0
2013,5,1,Columbia,82.29216000000001
2014,12,1,Columbia,890.4
2015,5,2,Denmark,0.0
2015,7,2,Columbia,268.8
2016,1,2,Columbia,38.4
2015,1,2,Columbia,38.4
2013,10,2,Argentina,5913.857599999999
2013,10,2,Denmark,3989971.552
2013,10,2,Denmark,0.0
2015,12,2,Denmark,0.0
2015,1,1,Columbia,53.424
2015,2,1,Columbia,267.12
2014,12,2,Denmark,0.0
2014,6,4,England,9092.0115
2016,9,3,Columbia,106.848
2013,1,2,Denmark,0.0
2013,8,2,Argentina,29569.288
2016,7,3,Columbia,35.616
2013,2,2,Columbia,38.4
2013,1,2,Columbia,230.4
2013,8,5,England,39244.392
2014,3,1,Argentina,46872.0
2013,11,2,Denmark,-1261097.7164
2014,4,1,Columbia,329.16864000000004
2013,8,2,Denmark,0.0
2016,12,3,Columbia,35.616
2013,11,2,Argentina,23655.430399999997
2014,7,2,Columbia,38.4
2015,5,2,Columbia,38.4
2015,8,1,Columbia,71.232
2013,9,5,England,9811.993499999999
2014,7,2,Denmark,0.0
2015,6,2,Denmark,962073.3352
2015,4,3,Argentina,312480.0
2013,8,1,Argentina,93744.0
2015,2,2,Denmark,161661274.32
2013,9,4,Finland,3613377.0815999997
2015,9,3,Columbia,0.0
2013,11,2,Columbia,384.0
2014,2,1,Columbia,411.4608
2014,5,2,Argentina,35483.145599999996
2013,3,2,Columbia,345.6
2015,5,1,Argentina,2788884.0
2014,11,2,Columbia,1574.4
2016,2,1,Columbia,17.808
2016,3,1,Columbia,0.0
2013,1,2,Columbia,76.8
2013,4,2,Argentina,47310.860799999995
2015,1,4,Finland,11202866.532
2013,6,1,Columbia,20.573040000000002
2013,4,2,Denmark,0.0
2015,1,1,Columbia,356.16
2014,7,1,Argentina,2343600.0
2014,1,2,Columbia,76.8
2013,2,5,England,939412.6335
2015,3,2,Columbia,153.6
2015,4,1,Columbia,17.808
2015,11,2,Denmark,236238292.8768
2013,6,1,Argentina,2062368.0
2015,12,3,Argentina,0.0
2014,5,1,Columbia,205.7304
2016,11,3,Columbia,17.808
2014,10,2,Denmark,0.0
2013,4,2,Denmark,4987464.4399999995
2014,6,2,Denmark,0.0
2014,11,1,Columbia,320.544
2014,2,2,Denmark,8378941.12
2014,9,2,Columbia,153.6
2013,9,2,Denmark,0.0
2016,5,3,Columbia,35.616
2014,1,1,Columbia,0.0
2016,1,1,Columbia,17.808
2016,6,3,Columbia,35.616
2014,2,2,Denmark,0.0
2013,8,4,England,90929.06999999999
2015,7,2,Belgium,1588427.148
2014,10,1,Argentina,464814.0
2013,5,2,Denmark,0.0
2014,2,2,Denmark,261841.91
2013,11,2,Denmark,4987464.4399999995
2016,2,2,Columbia,307.2
2013,10,1,Argentina,58590.0
2015,9,1,Argentina,0.0
2013,8,2,Columbia,38.4
2014,5,2,Columbia,307.2
2015,8,4,Finland,8899283.457999999
2014,10,5,England,353199.528
2013,2,1,Columbia,0.0
2014,5,2,Columbia,76.8
2015,2,2,Denmark,0.0
2015,3,1,Argentina,859320.0
2016,10,3,Argentina,2812320.0
2015,12,2,Columbia,844.8000000000001
2015,7,2,Columbia,153.6
2015,4,2,Denmark,0.0
2013,4,2,Columbia,844.8000000000001
2014,11,2,Columbia,422.40000000000003
2013,2,1,Columbia,288.02256
2015,7,2,Argentina,236554.304
2016,2,2,Denmark,8292280.08
2013,8,1,Columbia,45.717600000000004
2016,4,3,Columbia,17.808
2015,1,1,Argentina,390600.0
2014,9,2,Columbia,384.0
2015,3,1,Columbia,534.24
2013,1,2,Columbia,115.2
2013,3,5,England,9811.098
2015,3,3,Columbia,53.424
2013,5,2,Columbia,345.6
2013,3,1,Columbia,411.4608
2015,2,2,Columbia,1536.0
2013,12,1,Columbia,1769.28144
2014,12,1,Columbia,89.04
2014,3,2,Argentina,112363.2944
2014,4,1,Columbia,185.15736
2013,11,1,Columbia,102.8652
2013,9,2,Denmark,0.0
2014,11,3,Columbia,17.808
2015,6,1,Columbia,534.24
2015,12,1,Columbia,356.16
2014,9,2,Denmark,11521044.04
2016,2,1,Columbia,89.04
2015,1,2,Denmark,164960.484
2014,8,1,Columbia,71.232
2014,6,5,England,49057.281
2013,11,4,Finland,173253.59999999998
2013,3,1,Columbia,82.29216000000001
2013,7,2,Denmark,0.0
2014,8,2,Columbia,384.0
2015,1,4,Finland,3055327.2359999996
2015,11,2,Columbia,115.2
2015,11,1,Columbia,356.16
2016,9,3,Argentina,937440.0
2014,9,2,Columbia,230.4
2014,12,1,Argentina,3906.0
2013,1,4,Finland,415808.63999999996
2014,7,1,Columbia,20.573040000000002
2015,10,4,England,36120.888
2014,10,2,Columbia,307.2
2015,1,2,Denmark,0.0
2016,3,3,Argentina,7812.0
2015,10,3,Columbia,17.808
2014,10,4,Finland,4243526.091999999
2013,8,2,Columbia,614.4
2015,4,2,Columbia,38.4
2013,8,1,Argentina,1312416.0
2016,1,2,Argentina,668265.9088
2015,4,4,Finland,606211.1379999999
2013,10,1,Columbia,61.719120000000004
2015,10,2,Argentina,17741.572799999998
2013,2,2,Denmark,0.0
2013,4,2,Argentina,70966.29119999999
2013,1,2,Columbia,0.0
2013,3,4,Finland,1143473.76
2015,11,2,Belgium,2117902.864
2013,3,1,Columbia,41.146080000000005
2014,3,5,England,9811.098
2013,1,5,England,14718.438
2014,8,1,Columbia,0.0
2016,3,3,Columbia,35.616
2015,10,2,Denmark,0.0
2014,5,1,Columbia,20.573040000000002
2014,7,4,Finland,1576177.8343999998
2013,2,4,Finland,3631395.456
2014,12,2,Denmark,0.0
2016,3,1,Columbia,0.0
2014,3,2,Argentina,177415.728
2015,8,1,Columbia,178.08
2014,7,4,Finland,8753798.559999999
2016,3,2,Denmark,0.0
2015,8,1,Columbia,356.16
2013,9,2,Argentina,17741.572799999998
2014,5,4,Finland,2182417.8479999998
2014,4,4,Finland,10911944.862
2013,9,1,Columbia,82.29216000000001
2014,8,2,Columbia,76.8
2014,12,2,Argentina,514505.6112
2013,2,1,Argentina,19530.0
2013,3,1,Columbia,20.573040000000002
2014,5,2,Columbia,130.82832000000002
2014,12,2,Columbia,76.8
2013,1,2,Denmark,949993.9439999999
2014,7,1,Columbia,41.146080000000005
2013,2,1,Columbia,41.146080000000005
2014,10,2,Denmark,0.0
2015,11,2,Belgium,397106.787
2016,8,3,Columbia,17.808
2014,8,2,Denmark,785525.73
2014,7,1,Columbia,164.58432000000002
2014,11,1,Columbia,35.616
2014,11,2,Denmark,0.0
2014,6,4,Finland,1576158.584
2015,5,3,Columbia,35.616
2015,5,2,Denmark,0.0
2013,10,4,Finland,22661570.88
2013,6,2,Denmark,0.0
2015,10,1,Columbia,89.04
2013,10,1,Columbia,576.04512
2013,2,2,Argentina,35483.145599999996
2015,2,1,Columbia,534.24
2013,5,1,Argentina,136710.0
2015,5,4,England,756281.0925
2016,3,1,Columbia,89.04
2015,3,2,Columbia,192.0
2013,5,4,England,318260.7
2014,12,2,Argentina,5913.857599999999
2014,7,2,Denmark,157105.146
2014,11,2,Columbia,1267.2
2016,3,2,Denmark,-735389.7252
2014,12,1,Columbia,356.16
2015,4,2,Denmark,0.0
2015,3,1,Argentina,1953000.0
2013,10,2,Columbia,384.0
2014,11,4,England,72241.776
2013,12,5,England,58866.587999999996
2014,12,4,Finland,72746.4595
2013,11,1,Columbia,411.4608
2015,10,1,Columbia,89.04
2013,1,4,England,9092.907000000001
2015,8,4,England,909794.8664999999
2016,2,3,Columbia,35.616
2013,3,2,Denmark,0.0
2013,11,2,Denmark,0.0
2015,10,4,Finland,1955647.3339
2014,1,2,Denmark,-664995.7608
2016,9,3,Columbia,17.808
2014,11,2,Denmark,0.0
2014,5,2,Denmark,62842058.4
2015,1,4,England,270906.66
2015,3,4,Finland,38191686.702
2013,6,2,Columbia,115.2
2014,7,2,Argentina,70966.29119999999
2015,1,1,Columbia,53.424
2014,2,2,Columbia,768.0
2015,3,2,Belgium,1058951.432
2015,7,2,Denmark,313719.636
2013,9,2,Columbia,768.0
2014,7,2,Denmark,0.0
2016,2,1,Columbia,926.016
2015,8,1,Columbia,53.424
2014,7,1,Columbia,20.573040000000002
2015,8,3,Columbia,35.616
2014,1,2,Denmark,0.0
2013,2,4,Finland,6403453.056
2016,1,1,Argentina,46872.0
2013,11,1,Columbia,20.573040000000002
2014,4,1,Columbia,0.0
2016,1,1,Columbia,534.24
2014,8,2,Argentina,23655.430399999997
2013,2,2,Denmark,13964900.432
2014,6,2,Denmark,104736.764
2013,8,4,Finland,9314113.536
2015,2,2,Columbia,192.0
2013,10,4,Finland,4989703.68
2013,2,1,Columbia,20.573040000000002
2015,1,1,Columbia,0.0
2015,3,2,Argentina,496764.03839999996
2014,7,2,Belgium,529475.716
2013,4,4,Finland,0.0
2014,3,2,Denmark,25136823.36
2015,11,2,Denmark,2394307.0223999997
2013,7,5,England,24527.745
2013,5,2,Columbia,76.8
2013,9,2,Columbia,38.4
2014,5,1,Columbia,411.4608
2015,2,2,Denmark,0.0
2015,3,1,Columbia,0.0
2014,10,5,England,29432.3985
2014,1,1,Columbia,61.719120000000004
2014,1,2,Columbia,115.2
2013,6,4,Finland,4158086.4
2016,2,2,Denmark,0.0
2016,1,2,Argentina,88707.864
2014,4,4,Finland,21411706.575999998
2013,12,1,Columbia,205.7304
2013,4,1,Columbia,411.4608
2013,1,4,Finland,0.0
2013,10,2,Argentina,11827.715199999999
2013,5,4,Finland,1692341.1648
2013,10,2,Denmark,0.0
2015,10,2,Denmark,133017.0568
2014,11,2,Columbia,883.2
2014,3,2,Denmark,0.0
2015,1,4,Finland,10984663.247999998
2013,5,4,Finland,1545422.112
2014,4,5,England,4905.549
2013,6,1,Argentina,78120.0
2015,8,2,Columbia,307.2
2013,3,4,Finland,8343893.376
2014,8,1,Columbia,71.232
2015,6,2,Columbia,76.8
2013,3,1,Columbia,0.0
2013,8,4,Finland,12391097.472
2014,4,2,Denmark,0.0
2014,10,2,Denmark,0.0
2015,5,1,Columbia,356.16
2014,6,2,Columbia,230.4
2014,12,2,Columbia,38.4
2013,1,4,England,136393.60499999998
2014,7,1,Argentina,117180.0
2014,2,2,Denmark,0.0
2016,4,3,Columbia,534.24
2013,5,1,Columbia,102.8652
2015,11,1,Argentina,58590.0
2016,1,2,Denmark,0.0
2014,5,1,Columbia,164.58432000000002
2013,2,2,Argentina,23655.430399999997
2015,3,3,Columbia,35.616
2015,4,2,Denmark,0.0
2016,2,2,Denmark,0.0
2015,3,1,Argentina,58590.0
2014,3,4,Finland,3049263.36
2014,10,1,Columbia,17.808
2014,10,1,Columbia,267.12
2015,11,1,Columbia,267.12
2015,9,1,Argentina,3906.0
2013,1,2,Columbia,115.2
2013,5,2,Columbia,384.0
2016,7,3,Columbia,17.808
2015,1,4,Finland,5213473.538
2016,3,2,Denmark,0.0
2013,6,2,Denmark,0.0
2013,11,2,Columbia,576.0
2015,12,2,Denmark,0.0
2013,9,2,Columbia,0.0
2014,10,2,Denmark,0.0
2014,10,1,Columbia,356.16
2013,10,2,Columbia,38.4
2015,1,2,Denmark,0.0
2013,4,4,England,90929.06999999999
2014,4,2,Denmark,2493.7376
2013,1,1,Columbia,20.573040000000002
2015,5,1,Columbia,17.808
2013,1,4,Finland,103952.15999999999
2014,6,1,Columbia,349.74168
2014,6,2,Denmark,35610499.76
2014,7,1,Columbia,20.573040000000002
2013,8,2,Denmark,0.0
2015,11,1,Columbia,0.0
2015,7,5,England,1066970.3399999999
2014,4,1,Argentina,31248.0
2016,2,1,Columbia,480.81600000000003
2016,10,3,Columbia,89.04
2013,9,4,England,27278.720999999998
2014,7,4,England,932027.445
2016,4,3,Argentina,78120.0
2014,5,4,Finland,13530769.277999997
2015,2,2,Columbia,307.2
2015,7,2,Denmark,125487.8544
2015,4,1,Argentina,1874880.0
2013,4,2,Argentina,11827.715199999999
2016,1,2,Columbia,345.6
2015,11,2,Columbia,230.4
2015,11,2,Columbia,576.0
2014,12,2,Columbia,15.3
2013,10,2,Columbia,38.4
2013,5,2,Argentina,35483.145599999996
2014,7,2,Denmark,0.0
2016,3,1,Columbia,0.0
2014,6,2,Denmark,0.0
2014,2,2,Denmark,104736.764
2014,12,2,Columbia,384.0
2015,2,3,Columbia,45.717600000000004
2013,12,2,Columbia,576.0
2014,11,1,Columbia,17.808
2013,12,2,Denmark,0.0
2014,2,2,Argentina,366659.1712
2015,3,1,Argentina,859320.0
2013,5,5,England,7358.3234999999995
2013,4,1,Columbia,205.7304
2016,2,2,Columbia,460.8
2013,11,1,Columbia,411.4608
2013,9,2,Argentina,354831.456
2014,8,2,Columbia,76.8
2014,6,2,Columbia,192.0
2014,8,4,England,45464.534999999996
2013,3,2,Argentina,141932.58239999998
2014,6,4,Finland,2182369.722
2015,6,1,Columbia,178.08
2014,9,2,Denmark,0.0
2014,7,1,Columbia,205.7304
2013,2,4,Finland,22086368.927999996
2014,10,4,England,90302.22
2013,6,2,Columbia,115.2
2013,10,1,Columbia,658.3372800000001
2014,3,5,England,1128276.27
2016,6,3,Columbia,445.2
2016,7,3,Columbia,178.08
2014,9,4,Finland,7662589.636
2014,2,2,Columbia,1152.0
2013,9,2,Columbia,153.6
2014,7,2,Columbia,307.2
2015,7,4,Finland,1091208.9239999999
2015,6,1,Columbia,267.12
2015,3,2,Denmark,0.0
2014,7,1,Columbia,20.573040000000002
2015,4,5,England,2582353.35
2015,11,3,Columbia,17.808
2014,1,2,Columbia,384.0
2014,9,2,Columbia,38.4
2015,4,3,Argentina,624960.0
2013,10,2,Columbia,38.4
2016,6,3,Argentina,390600.0
2015,11,2,Columbia,38.4
2013,9,4,Finland,1022889.2543999999
2014,12,2,Columbia,0.0
2013,2,1,Columbia,925.7868
2014,7,2,Denmark,7331573.4799999995
2015,3,2,Denmark,0.0
2015,9,2,Argentina,47310.860799999995
2013,7,4,Finland,0.0
2013,3,1,Columbia,267.44952
2016,2,2,Columbia,384.0
2015,12,1,Columbia,178.08
2016,1,2,Argentina,35483.145599999996
2015,9,4,Finland,39137410.72799999
2013,8,2,Denmark,99749.2888
2013,3,4,England,6821.0235
2016,9,3,Columbia,356.16
2013,10,2,Denmark,0.0
2014,7,2,Columbia,422.40000000000003
2015,2,2,Denmark,109973.656
2013,3,1,Columbia,617.1912
2014,2,1,Columbia,61.719120000000004
2013,12,2,Columbia,38.4
2013,12,4,England,2273.6745
2015,1,1,Columbia,356.16
2015,6,2,Columbia,76.8
2014,2,1,Columbia,185.15736
2015,3,2,Columbia,307.2
2013,10,1,Columbia,41.146080000000005
2016,7,3,Columbia,17.808
2015,4,4,Finland,354027.6896
2015,7,1,Argentina,0.0
2015,5,5,England,1559065.5
2013,11,2,Belgium,8603980.385
2015,4,5,England,14614.559999999998
2014,4,4,Finland,6595652.257999999
2015,10,1,Columbia,71.232
2015,12,2,Denmark,0.0
2016,2,2,Columbia,192.0
2015,9,1,Argentina,0.0
2016,2,2,Columbia,115.2
2013,2,4,Finland,5218398.431999999
2016,10,3,Columbia,356.16
2013,2,1,Columbia,20.573040000000002
2013,8,4,England,454645.35
2015,3,2,Denmark,0.0
2014,7,2,Argentina,70966.29119999999
2013,11,2,Columbia,384.0
2014,4,1,Columbia,144.01128
2015,6,4,Finland,56741949.654
2015,5,4,Finland,12003105.659999998
2013,8,4,Finland,10256613.12
2015,9,2,Argentina,11827.715199999999
2015,12,1,Columbia,71.232
2015,5,1,Columbia,17.808
2016,3,2,Argentina,354831.456
2015,10,2,Columbia,268.8
2015,5,1,Columbia,53.424
2015,9,1,Columbia,0.0
2015,8,2,Columbia,192.0
2015,7,2,Columbia,768.0
2015,12,2,Denmark,0.0
2014,11,2,Columbia,460.8
2015,8,1,Columbia,71.232
2014,4,2,Columbia,307.2
2015,9,1,Columbia,712.32
2013,7,1,Columbia,246.87648000000002
2015,2,2,Columbia,38.4
2015,9,2,Argentina,5913.857599999999
2014,2,2,Columbia,230.4
2014,6,2,Denmark,104736.764
2013,5,4,Finland,24310945.152
2013,1,2,Columbia,76.8
2016,2,2,Columbia,384.0
2013,4,4,England,9092.907000000001
2013,10,1,Columbia,370.31472
2015,10,2,Columbia,38.4
2014,4,2,Denmark,0.0
2013,2,1,Columbia,41.146080000000005
2014,4,4,Finland,15228237.466
2014,4,1,Columbia,41.146080000000005
2015,4,2,Denmark,43989462.4
2013,11,4,Finland,1340289.8495999998
2013,5,1,Columbia,308.5956
2013,12,2,Columbia,38.4
2013,5,2,Argentina,366659.1712
2013,10,2,Argentina,650524.336
2015,6,2,Columbia,192.0
2015,1,1,Columbia,427.392
2015,11,2,Denmark,0.0
2013,11,2,Columbia,0.0
2016,3,1,Columbia,53.424
2013,6,4,Finland,921709.152
2013,12,2,Argentina,402142.31680000003
2013,11,4,Finland,8551797.696
2014,6,1,Columbia,205.7304
2015,11,2,Columbia,384.0
2015,3,2,Denmark,0.0
2013,1,1,Argentina,11718.0
2015,5,2,Belgium,132368.929
2013,2,2,Columbia,230.4
2015,1,2,Denmark,141394.36239999998
2014,1,4,Finland,20790.431999999997
2016,2,1,Columbia,284.928
2013,5,1,Columbia,20.573040000000002
2015,5,4,Finland,47939704.254
2014,2,1,Argentina,42966.0
2013,8,4,Finland,16299698.687999997
2013,8,4,Finland,831617.2799999999
2013,1,1,Columbia,102.8652
2014,8,2,Columbia,384.0
2014,6,5,England,1532984.0625
2015,11,2,Denmark,1596204.6816
2016,2,1,Columbia,53.424
2014,7,2,Denmark,0.0
2015,5,1,Columbia,71.232
2014,1,1,Columbia,61.719120000000004
2015,8,5,England,38979.32399999999
2016,3,2,Denmark,0.0
2015,5,2,Argentina,177415.728
2015,11,3,Columbia,17.808
2015,4,2,Denmark,0.0
2013,10,1,Argentina,23436.0
2015,9,2,Columbia,2380.8
2015,2,2,Denmark,0.0
2013,12,4,Finland,4213527.551999999
2015,8,3,Columbia,17.808
2013,12,1,Argentina,7812.0
2013,2,2,Argentina,5913.857599999999
2015,4,1,Columbia,142.464
2013,6,2,Columbia,153.6
2015,8,4,Finland,5722694.743999999
2015,1,4,Finland,3285666.293
2013,7,2,Denmark,0.0
2013,10,2,Argentina,53224.718400000005
2013,9,1,Columbia,61.719120000000004
2014,8,5,England,19623.0915
2014,6,2,Columbia,192.0
2016,2,2,Argentina,88707.864
2015,11,1,Columbia,0.0
2013,4,2,Denmark,498746.444
2016,3,2,Denmark,1243842.0119999999
2013,6,4,Finland,29751108.191999998
2015,5,3,Columbia,45.717600000000004
2013,1,2,Columbia,76.8
2015,7,2,Belgium,1058951.432
2014,6,2,Columbia,38.4
2015,3,4,Finland,1600430.13
2015,7,3,Columbia,17.808
2014,10,2,Columbia,38.4
2015,11,1,Argentina,3906.0
2013,4,2,Belgium,5294757.159999999
2015,4,2,Columbia,844.8000000000001
2014,8,2,Denmark,0.0
2015,5,2,Denmark,0.0
2015,9,2,Denmark,0.0
2013,9,1,Columbia,205.7304
2014,3,2,Denmark,0.0
2013,4,2,Denmark,-2374.9472
2014,3,2,Belgium,1456058.2189999998
2013,8,2,Columbia,192.0
2015,4,4,Finland,4335661.714799999
2013,5,2,Columbia,153.6
2013,12,4,Finland,23091239.808
2015,12,1,Columbia,1246.56
2014,8,1,Columbia,0.0
